station_id,station_latitude,station_longitude,"(34.6951242, 135.1978525)","(35.6580681, 139.7515992)","(33.5892157, 130.3928134)","(35.6465721, 139.6532473)","(34.7053617, 135.5100252)","(35.6617773, 139.7040506)","(35.6995657, 139.6364379)","(34.3862445, 132.4550176)","(35.6721142, 139.7708253)","(35.6938401, 139.7035494)","(35.6414629, 139.6981712)","(34.7594526, 135.51686)","(35.7140142, 139.4078431)","(33.5913576, 130.4148783)","(34.7108955, 137.7259397)","(43.0554601, 141.3409556)","(35.6749184, 139.736775)","(35.6706505, 139.7718614)","(34.7569503, 134.8411775)","(35.6940027, 139.7535951)","(34.6812614, 135.5098009)","(35.602201, 139.6976891)","(34.7375965, 135.3415643)","(35.629564, 139.6849922)","(43.7706355, 142.364819)","(35.7756644, 139.8044788)","(34.6762311, 135.4860587)","(33.3192865, 130.5083735)","(38.2690761, 140.8704029)","(35.546631, 139.4386186)","(35.7177841, 139.56626)","(35.7356234, 139.6516577)","(33.8808817, 130.8734191)","(35.7261178, 139.7166049)","(35.6092261, 139.7301861)","(34.7012792, 135.5280905)","(35.7379419, 139.7310979)","(35.662665, 139.6682677)","(43.0908503, 141.3408314)","(33.5902074, 130.3976602)","(33.5808273, 130.3507639)","(43.0364075, 141.4747892)","(44.0206319, 144.2733983)","(34.7202277, 135.265455)","(35.6427447, 139.6413873)","(43.0744699, 141.3008887)","(35.6728535, 139.8174097)","(35.7511648, 139.7092437)","(33.5756863, 130.3699764)","(35.0955842, 138.8634925)","(34.638969, 135.5184958)","(33.5819411, 130.3484363)","(35.6092076, 139.6693609)","(35.712607, 139.7799956)","(33.5573203, 130.195555)","(35.704686, 139.5754071)","(42.9941431, 143.1979595)","(35.7528042, 139.7334805)","(34.6923371, 135.4722289)","(33.5615691, 130.4264283)","(35.6994733, 139.5029916)","(34.4858993, 133.3623127)","(35.7262319, 139.7232404)","(35.6921398, 139.6854735)","(35.7080677, 139.752167)","(34.5732536, 135.4831008)","(35.6021252, 139.6719581)","(33.8810679, 130.881838)","(35.7248234, 139.7159634)","(33.5869938, 130.3948938)","(35.7043442, 139.7914285)","(34.7997673, 135.3600729)","(35.6692904, 139.7070557)","(37.3718999, 138.5589836)","(34.7337339, 135.4063757)","(35.6712704, 139.7969871)","(37.9163674, 139.0363265)","(35.5612568, 139.7160511)","(37.8742227, 138.9719402)","(33.8664649, 130.7649232)","(35.7268018, 139.7581383)","(35.6689735, 139.4776614)","(34.9751398, 138.3832429)","(37.4462652, 138.8512772)","(35.7435748, 139.8471797)","(35.7118769, 139.7966971)","(34.6793301, 135.6010123)","(35.6995366, 139.8265727)","(35.7066569, 139.8684267)","(35.6429619, 139.6700376)","(35.7253002, 139.6961875)","(34.6882414, 135.1872537)","(34.815149, 134.6853528)","(35.6265683, 139.7258581)","(34.3889694, 132.4630947)","(33.5858162, 130.3986935)","(34.6647437, 135.5034436)","(35.6956944, 139.7593864)","(35.6593968, 139.6964402)","(35.7073985, 139.6638354)","(35.7322863, 139.710247)","(35.7081457, 139.666288)","(34.7660929, 135.6280998)","(35.6641222, 139.729426)","(43.0568187, 141.3539573)","(33.2119674, 130.5579082)","(34.6876966, 135.4954131)","(35.6532174, 139.7110363)"
hokkaido_sorachi__tokiwakayama-kana__tokiwayama____1984-10-03,43.76,142.201666667,1173.06325075,923.639780866,1523.54768169,926.828131098,1158.49132551,924.16931244,921.437232071,1337.51056508,921.745357116,920.707937446,926.48511586,1152.89427917,924.729830261,1522.08134485,1075.94380241,104.819829894,922.102704251,921.884053256,1183.18137886,919.706887032,1160.8661704,930.746216237,1162.61623847,928.034423049,13.190333668,909.871191034,1162.37430938,1540.39870159,619.962081109,942.085905989,920.917269083,917.229338515,1470.48011277,916.954792116,929.348867398,1158.12058118,915.388099109,924.785445373,101.910504137,1523.18039131,1526.71730844,99.6502537371,168.9667081,1167.64231566,927.481205426,105.4628693,920.774776578,914.389737164,1526.04485251,1003.73814686,1164.65021131,1526.75644866,930.548732933,917.17887715,1537.80149654,922.140484742,117.295754041,913.731760217,1161.38721917,1523.99239187,924.229786768,1280.65789085,916.811171489,921.251772664,918.210736475,1172.61478389,931.263653732,1469.97971041,917.107633646,1523.61911716,917.854605637,1155.74710236,923.296420579,773.328827754,1160.17445392,921.334829176,701.560418986,934.822078203,707.986071371,1477.98660011,916.064521146,928.060107135,1029.01508138,756.112913342,912.538427276,916.936743213,1157.18348031,917.706206849,916.147736182,926.882091509,917.449260592,1174.20059263,1184.85443368,927.554215995,1336.82919762,1523.50040417,1162.75911312,919.410971547,924.577694941,920.035147975,916.413155776,919.904889528,1147.50048887,923.416062476,104.008468569,1547.00892429,1160.84931945,924.958372027
hokkaido_sorachi__urasumi-kana__uraus,43.4283333333,141.808333333,1124.86135092,880.54881891,1475.11055613,883.527086197,1110.44383419,880.970875861,878.06903699,1288.87504324,878.689436242,877.490090758,883.285280681,1104.83175147,880.869196202,1473.63982272,1029.89733531,56.1875137765,878.969237033,878.831275497,1134.81551242,876.600077762,1112.82694506,887.567526187,1114.46989177,884.812414675,58.8668036579,866.832552087,1114.3238054,1491.88753855,578.362805706,898.38807379,877.387008839,873.873340792,1422.00019017,873.747321067,886.237813497,1110.08447643,872.206048809,881.507944859,53.3543855717,1474.74240705,1478.28773735,51.2836485746,209.233969584,1119.46442405,884.156574676,56.9530730166,877.823312921,871.151500889,1477.60989996,959.205173406,1116.63061677,1478.3276399,887.304109825,874.120703818,1489.40242042,878.637531755,122.791712867,870.54647486,1113.32366411,1475.54219002,880.576032037,1232.0245878,873.618365548,877.995077686,875.092754027,1124.59843387,888.028710751,1421.49810663,873.899483548,1475.18106194,874.826836087,1107.58980128,880.100334287,726.734897237,1112.0621713,878.338138925,655.321297054,891.706657752,661.66689209,1429.52650888,872.949234651,884.371306529,983.754992948,709.938730336,869.615211196,873.916615208,1109.19646369,874.760646741,873.293741104,883.619732441,874.197076929,1125.9959025,1136.42224273,884.423852558,1288.19330978,1475.06126401,1114.72213582,876.316146894,881.363853503,876.722185208,873.188040009,876.596865153,1099.49781551,880.272397259,55.3666698322,1498.4724828,1112.79995624,881.780207518
hokkaido_sorachi__yubari-kana__yubari,43.0383333333,141.956666667,1095.44158717,841.042284547,1454.28303856,844.233765225,1080.27178439,841.572472889,838.845585896,1265.32580373,839.148065915,838.111449691,843.888286691,1074.73033455,842.18364075,1452.77317757,994.327861411,50.2034315624,839.505233958,839.286791125,1106.37952759,837.109363395,1082.61675773,848.14908287,1084.76667704,845.437970849,87.8200554648,827.274034422,1084.16400077,1470.31965241,537.507616784,859.518833824,838.335471131,834.637206393,1400.78971162,834.358137741,846.751343708,1079.86128647,832.791066584,842.19036314,50.5011990033,1453.90731247,1457.52627242,39.2694626744,216.745190336,1089.9202093,844.887667529,53.5743205312,838.179310218,831.793717956,1456.8008347,921.331108212,1086.33169998,1457.57289605,847.952743364,834.581554314,1468.89769857,839.556657529,101.307648,831.134777931,1083.223838,1454.59509574,841.65872459,1206.61560456,834.214282173,838.656149061,835.613222671,1094.28242143,848.667443994,1400.27095216,834.510990237,1454.34514412,835.257613446,1077.94446629,840.699549496,692.341989977,1082.19233562,838.738353022,620.224428184,852.224555282,626.727012613,1408.50627797,833.467003995,845.492528882,946.891738682,674.691215972,829.943683427,834.339853684,1078.7585667,835.11087119,833.555524618,844.286569522,834.853552896,1096.59064872,1108.47447421,844.956727121,1264.63162528,1454.21560519,1084.50117895,836.813461673,841.981110554,837.441268081,833.816838193,837.310836305,1069.13097707,840.818642175,49.1503847857,1476.6094423,1082.63552948,842.361253616
hokkaido_soya__abundant-kana__toyotomi,45.1066666667,141.765,1284.11828888,1062.93421832,1607.78448824,1065.559179,1271.73117627,1063.17964285,1059.99293922,1430.80818565,1061.13356224,1059.67130637,1065.48855477,1265.96074176,1061.86930444,1606.44330151,1204.40884545,230.433228901,1061.28776827,1061.28023256,1291.40370637,1058.96514649,1274.20268716,1069.80010065,1274.51866077,1066.97657503,155.950625813,1049.31999456,1275.56255978,1626.78907462,763.062115998,1079.67919003,1059.02318777,1055.82451651,1556.13206607,1055.9510381,1068.5831229,1271.50574508,1054.45405753,1063.58303315,226.545257569,1607.44183767,1610.73942926,231.205400418,232.953147875,1279.07353962,1066.14726925,228.842829749,1060.43299974,1053.30745124,1610.21392144,1138.58370778,1278.21954617,1610.75808705,1069.42683832,1056.56730268,1620.99434597,1060.32139687,261.302264373,1052.79144377,1274.4112147,1608.58786293,1061.97836363,1379.69311729,1055.84661833,1060.11033749,1057.44174028,1286.19782288,1070.1667542,1555.68425538,1056.10185847,1607.88093019,1057.32084019,1267.5183602,1062.31420158,899.869550876,1272.55704055,1060.8765573,830.296476532,1074.03764929,836.291985823,1563.02907162,1055.30550461,1065.70126625,1161.09827702,884.921995478,1052.27909364,1056.42390758,1271.1755895,1057.38342691,1056.05826278,1065.71756928,1056.32528229,1285.20940336,1291.68166563,1066.74012181,1430.1670862,1607.79218651,1276.11757494,1058.70097206,1063.54640874,1058.74348432,1055.36310246,1058.62680594,1261.33577995,1062.57249484,230.132664722,1634.25859552,1274.05730188,1064.02148703
hokkaido_soya__cape-soya-kana__soya-misaki,45.52,141.935,1330.94853086,1110.49834832,1651.21491271,1113.16197757,1318.74685571,1110.76358251,1107.60618354,1475.61770201,1108.69069865,1107.25793753,1113.07328245,1312.96443835,1109.56131718,1649.89329273,1252.21660691,277.92641488,1108.85938932,1108.83681249,1337.97534377,1106.53128001,1321.22526553,1117.38198683,1321.42425093,1114.5656439,197.364804267,1096.87098524,1322.57290921,1670.52811522,810.179626369,1127.35036601,1106.66350979,1103.43470593,1599.80375449,1103.53492231,1116.15231719,1318.53302833,1102.03296807,1111.18122853,274.052513883,1650.8761635,1654.135829,278.404269981,249.034610987,1325.937796,1113.75433221,276.411588094,1107.97004777,1100.89626086,1653.63273229,1186.36787605,1325.25926895,1654.15139236,1117.02051633,1104.12376048,1664.25916518,1107.95750011,298.227301103,1100.37054817,1321.40878205,1652.0715423,1109.63914187,1425.24517606,1103.4278175,1107.70403798,1105.00958316,1333.23617473,1117.75886999,1599.36394157,1103.68590115,1651.31505062,1104.87173493,1314.415385,1109.89751407,947.664213669,1319.50310663,1108.42240117,878.125059459,1121.6089175,884.117084068,1606.60663301,1102.87233474,1113.36827096,1208.92771758,932.748937512,1099.80863807,1103.97313222,1318.25043853,1104.91858231,1103.57516784,1113.31356407,1103.91729882,1332.03526575,1338.11913568,1114.31245262,1474.982241,1651.23085616,1323.14129188,1106.26481161,1111.13321756,1106.34682843,1102.95003523,1106.22925566,1308.40151374,1110.14629689,277.602456858,1678.11891685,1321.06970338,1111.6019409
hokkaido_soya__hamami-shigetsu-kana__hamaishishibetsu,45.335,142.17,1321.61710816,1093.8060276,1647.8687917,1096.64151995,1308.9068125,1094.15777608,1091.13632727,1470.26449626,1091.9690855,1090.66504456,1096.47042673,1303.15961361,1093.51141764,1646.52078248,1238.62247143,261.816436417,1092.19979697,1092.11281423,1329.28692017,1089.84854075,1311.36494931,1100.76541315,1311.89243988,1097.9819196,174.524640306,1080.12654018,1312.74774523,1666.75786521,792.174510424,1111.17483462,1090.32766174,1086.95136097,1596.12991856,1086.9306643,1099.48040317,1308.65940029,1085.40701321,1094.63994257,258.01228262,1647.52478774,1650.8354498,261.385767658,221.676297161,1316.51688662,1097.25368081,260.606120344,1091.16538597,1084.31475777,1650.30219026,1171.0110019,1315.34850033,1650.85517448,1100.45709862,1087.40042219,1661.13427031,1091.59985771,272.784397492,1083.74586693,1311.62042839,1648.65330897,1093.41042915,1418.63649799,1086.8116409,1091.14301329,1088.33458541,1323.32841121,1101.18816221,1595.67905106,1087.08231253,1647.96393616,1088.12487319,1304.90772752,1093.28912478,934.322094078,1309.86015632,1091.65368029,864.161824592,1104.94466668,870.267753319,1603.06213015,1086.19350705,1097.1728213,1194.3473315,918.826474741,1082.97572467,1087.21953826,1308.23666659,1088.10700106,1086.691171,1096.76164335,1087.34955327,1322.7152103,1329.74081903,1097.65460328,1469.62007531,1647.87360047,1313.27743089,1089.57229875,1094.54016329,1089.83059389,1086.35957035,1089.70888594,1298.41619381,1093.49589008,261.409051225,1674.17805407,1311.23881969,1094.98043074
hokkaido_soya__hamatonbetsu-kana__hamatonbetsu,45.125,142.35,1308.31849822,1073.96708776,1640.11098898,1076.95086277,1295.14264391,1074.39379169,1071.49148733,1460.64464234,1072.10534378,1070.91342008,1076.70824935,1289.42993383,1074.23206571,1638.73804389,1221.46850046,243.734529153,1072.38976989,1072.24695813,1316.5821046,1070.01920155,1297.58123468,1080.98993534,1298.4118518,1078.23586151,150.502945357,1060.24689096,1298.99597574,1658.58913062,771.327297245,1091.77979657,1070.79976749,1067.2961852,1588.07233093,1067.17040396,1079.65732646,1294.86434331,1065.6284178,1074.93184176,240.024124086,1639.76203933,1643.1207132,242.423925799,195.952132237,1303.13724233,1077.58003918,242.829472435,1071.22994758,1064.57513293,1642.55867804,1152.3140128,1301.51690217,1643.14442243,1080.72787148,1067.53667563,1653.58515764,1072.05254628,246.318406382,1063.96892939,1297.90300689,1640.82619291,1073.97491367,1407.84708642,1067.04107013,1071.41891353,1068.51245858,1309.49687318,1081.45236684,1587.6110113,1067.32258326,1640.20132206,1068.24049742,1291.45192013,1073.52318218,917.524843825,1296.2775793,1071.74921491,846.845830933,1085.12648498,853.050677134,1595.12641746,1066.3687621,1077.76506292,1176.32883755,901.514101315,1063.01848482,1067.32962339,1294.31258818,1068.16656103,1066.68850978,1077.04360687,1067.62087064,1309.42674198,1317.32444128,1077.84431543,1459.99192959,1640.10512407,1299.4897897,1069.73457243,1074.78712636,1070.14585621,1066.61147939,1070.02059373,1284.52173444,1073.69341011,243.248559828,1665.8443993,1297.48229417,1075.20254505
hokkaido_soya__horonaga-kana__holodomary____2009-04-08,45.455,141.038333333,1293.53296996,1093.31053106,1601.04710783,1095.4346964,1282.54348842,1093.30644832,1089.7370712,1429.44228968,1091.59871859,1089.76980624,1095.60109651,1276.68672872,1090.40505288,1599.77484883,1225.68354818,267.722687353,1091.57403747,1091.75188647,1299.07264234,1089.32387786,1285.06608763,1099.94136591,1284.49069141,1097.03039637,214.748320368,1079.88094443,1286.32836182,1621.13012095,798.267390853,1108.53046259,1088.38516016,1085.61794419,1550.28021934,1086.09163924,1098.88660832,1282.40960824,1084.66086599,1093.52334618,263.805771312,1600.71823839,1603.88214125,270.997250326,301.730931928,1288.73815092,1095.96441532,265.347386639,1091.13910968,1083.38935925,1603.4346192,1164.96352877,1289.21355383,1603.89008205,1099.41619299,1087.04896635,1613.67840368,1089.74260951,323.308625023,1082.99883176,1285.07894519,1602.03547023,1091.0257594,1381.69175948,1086.02176001,1090.11611306,1087.7820488,1297.17106607,1100.17523112,1549.86132061,1086.24015151,1601.15632528,1087.86832384,1277.43608908,1092.45060678,921.217403878,1282.83334331,1091.47801206,853.645489383,1104.30560423,859.296478228,1556.83784823,1085.66225813,1094.64404396,1185.2310626,907.951415444,1083.08731415,1086.99305311,1282.46074729,1088.11717998,1087.00411612,1095.68310741,1086.35995581,1294.59165945,1298.51652802,1097.00772301,1428.82535237,1601.08345166,1286.98754646,1089.08849918,1093.63562601,1088.6239942,1085.46553742,1088.51949214,1272.5595675,1092.8291076,267.668073712,1629.03445911,1284.84102916,1094.19134499
hokkaido_soya__horonobea-kana__holonove,45.0066666667,141.851666667,1277.58181092,1053.20299666,1603.98251333,1055.89906047,1264.96652421,1053.48409413,1050.35326041,1426.08282855,1051.39012488,1049.98078146,1055.79442138,1259.21194399,1052.40409155,1602.62906791,1195.99273252,220.634443784,1051.56988376,1051.53582651,1285.15720596,1049.23752367,1267.42892403,1060.10067921,1267.89225136,1057.29046033,143.303730671,1039.56611151,1268.80452634,1622.78789027,752.755692421,1070.16312004,1049.438909,1046.17890404,1552.18015883,1046.25550129,1058.8607938,1264.7260522,1044.74944097,1053.91414473,216.771910539,1603.63742634,1606.95866747,220.995512046,221.532289191,1272.4968997,1056.49538296,219.18233213,1050.65534903,1043.62107263,1606.41908182,1129.41400537,1271.4231464,1606.97927105,1059.74931063,1046.82275282,1617.29508028,1050.72819431,248.312410019,1043.08720627,1267.66969043,1604.75211613,1052.43878142,1374.39151765,1046.14615631,1050.43300203,1047.7171726,1279.40267843,1060.48628091,1551.72721239,1046.40661096,1604.07661362,1047.56667751,1260.90291916,1052.61751302,891.548821675,1265.88075554,1051.11371899,821.700146064,1064.31894279,827.745695381,1559.1371664,1045.57917111,1056.17580466,1152.25823706,876.34765264,1042.48910541,1046.66689585,1264.33317754,1047.60266142,1046.24764452,1056.04447206,1046.64484519,1278.6780203,1285.57566233,1057.02342754,1425.43761759,1603.98500311,1269.34220136,1048.96930093,1053.85615147,1049.084529,1045.67320505,1048.96613215,1254.50619898,1052.85850692,220.294971618,1630.17749157,1267.29672462,1054.31953526
hokkaido_soya__kitami-branch-kana__kitami-sashashi,44.94,142.585,1300.16908318,1058.25862471,1637.87002115,1061.42415218,1286.47615563,1058.77772606,1056.02352083,1456.47347786,1056.36699335,1055.3140712,1061.09344586,1280.80451416,1059.21135621,1636.47109273,1208.93458863,231.947498278,1056.71769302,1056.50593371,1309.091566,1054.32425682,1288.89179113,1065.35693894,1290.06254429,1062.64030895,131.119049869,1044.49386349,1290.34190918,1655.90772524,754.520071828,1076.61003813,1055.4759334,1051.81728082,1585.52902613,1051.56198269,1063.96610503,1286.16321253,1049.99801656,1059.38447981,228.396054271,1637.51594009,1640.92442859,229.492322187,168.752652881,1294.8991707,1062.07402853,231.447166756,1055.40322909,1048.99328414,1640.33213171,1137.96850488,1292.77202068,1640.95234272,1065.15204029,1051.80023443,1651.56088477,1056.70431542,221.730427908,1048.34128258,1289.28799613,1638.51170926,1058.76310049,1402.42861921,1051.41997627,1055.85330592,1052.82706154,1300.74894937,1065.86813546,1585.05676073,1051.71475283,1637.95524112,1052.47823991,1283.13318397,1057.90506486,905.568634954,1287.81470064,1055.96062908,834.327809347,1069.43906268,840.645417249,1592.71017312,1050.68103514,1062.58564925,1162.78827448,888.959453776,1047.16819141,1051.56089416,1285.46637758,1052.33492381,1050.78036114,1061.48310984,1052.05122169,1301.28823583,1310.15368923,1062.16964238,1455.81206612,1637.85287097,1290.79517531,1054.02938065,1059.18440508,1054.6293142,1051.01831482,1054.49972438,1275.71280144,1058.0301099,231.36396407,1662.9858722,1288.82347631,1059.56898257
hokkaido_soya__nakatonbetsu-kana__nakatonbetsu,44.965,142.28,1290.18177501,1055.40980195,1623.33179134,1058.38226682,1276.92639001,1055.83061667,1052.91959106,1443.33333369,1053.55006025,1052.34926774,1058.14496107,1271.21957459,1055.63855746,1621.95118042,1202.88007986,225.136239027,1053.83015393,1053.69185039,1298.55594921,1051.46109814,1279.36168304,1062.42771342,1280.24346751,1059.67136651,132.889167121,1041.69278658,1280.78164755,1641.68318712,752.876678476,1073.19247745,1052.22012901,1048.72496779,1571.20372309,1048.60686692,1061.09882853,1276.64301419,1047.06627013,1056.36449264,221.430803345,1622.98132429,1626.3547518,223.807151068,190.12668782,1284.98633298,1059.01022997,224.247060368,1052.68070911,1046.01000887,1625.78379198,1133.70106558,1283.28938716,1626.37970104,1062.16214163,1048.98134021,1636.87051678,1053.47415006,231.034838947,1045.40663553,1279.69441177,1624.02548146,1055.38973824,1390.23764342,1048.47832005,1052.85270558,1049.95376103,1291.26912162,1062.8871347,1570.73924718,1048.75900743,1623.42062558,1049.68688033,1273.28807872,1054.96014757,898.960814562,1278.09174276,1053.19732885,828.253689101,1066.56765614,834.463231171,1578.29469095,1047.81024961,1059.17833963,1157.7137035,882.921368351,1044.47104975,1048.77645923,1276.07034497,1049.61771998,1048.14517451,1058.47700956,1049.05496255,1291.29179088,1299.35560226,1059.28478015,1442.67841196,1623.32261289,1281.26953231,1051.17714098,1056.22312237,1051.57676442,1048.04701383,1051.45175616,1266.28455765,1055.13321302,224.647041896,1648.8886468,1279.26722792,1056.64044687
hokkaido_soya__numagawa-kana__numakawa,45.2483333333,141.851666667,1301.21572983,1079.6260414,1624.11947364,1082.28235312,1288.85342881,1079.88735667,1076.72482096,1447.49024262,1077.81984943,1076.3812003,1082.19691133,1283.0815151,1078.67151647,1622.78342126,1221.48906301,247.061765876,1077.98555835,1077.96608145,1308.46021737,1075.65855469,1291.32577892,1086.50616187,1291.62670164,1083.68846507,169.197826186,1066.0014279,1292.6841733,1643.20502674,779.443036193,1096.46185738,1075.7782371,1072.55383236,1572.52950264,1072.65869567,1085.27898649,1288.62939422,1071.15769107,1080.30240006,243.184767029,1623.77784604,1627.06548465,247.620364702,235.644278869,1296.17584593,1082.87398782,245.532641725,1077.10359956,1070.01910937,1626.5458817,1155.48859383,1295.34468556,1627.08332581,1086.14250025,1073.25304642,1637.28571842,1077.07277837,272.659828967,1069.49523093,1291.53125253,1624.93687741,1078.75155604,1396.54692051,1072.55210194,1076.82600451,1074.13650685,1303.32281958,1086.88113773,1572.08376853,1072.80964477,1624.21689102,1074.00221417,1284.62520457,1079.02140575,916.962321601,1289.67049702,1077.55398985,847.342250596,1090.73517869,853.34728787,1579.40202941,1071.99946068,1082.48010796,1178.09400517,901.972546385,1068.94388998,1073.10397206,1288.30474089,1074.0525573,1072.71340665,1082.4351278,1073.03956444,1302.30620995,1308.71469661,1083.43848915,1446.8504953,1624.12934462,1293.24080815,1075.39255698,1080.25645307,1075.46710172,1072.07323511,1075.34968175,1278.46388367,1079.27203399,246.742935734,1650.70599042,1291.17916184,1080.72638151
hokkaido_soya__rebun-kamiyasaki-kana__revenue-ed-marisaki____2014-10-21,45.4233333333,141.065,1291.20472973,1090.03789266,1599.58524461,1092.18190148,1280.14621541,1090.04361215,1086.48910608,1427.67697127,1088.32249077,1086.50786028,1092.33896623,1274.29325866,1087.20531506,1598.30907293,1222.79824112,264.032127042,1088.30482356,1088.47541375,1296.83123823,1086.05167835,1282.666501,1096.67837659,1282.13451204,1093.77066847,210.657342488,1076.60022682,1283.93359958,1619.6092162,794.790310781,1105.31923956,1085.15226204,1082.367765,1548.76647079,1082.82780233,1095.61717587,1280.00788116,1081.39433469,1090.26787245,260.113024362,1599.25558907,1602.42711955,267.239438999,298.144848399,1286.39731673,1092.71396014,261.677670317,1087.85343116,1080.12765861,1601.97521588,1161.85651931,1286.80790262,1602.43566005,1096.15915597,1083.77180586,1612.24955129,1086.5074452,319.220657941,1079.73217129,1282.68886799,1600.56332735,1087.80556602,1379.74535911,1082.75656033,1086.85784143,1084.51047448,1294.76694184,1096.91748751,1548.34594576,1082.97641487,1599.69375369,1084.58863917,1275.08209174,1089.18733882,918.303982564,1280.46218562,1088.19644311,850.638537552,1101.03790282,856.30481591,1555.34329996,1082.38990432,1091.42826629,1182.2196388,904.964230137,1079.79714863,1083.7124661,1280.04054802,1084.83023394,1083.70883767,1092.42677511,1083.10030571,1292.26508398,1296.31684376,1093.73958298,1427.05870098,1599.61998996,1284.58776783,1085.81515562,1090.37429026,1085.37056859,1082.20316209,1085.26557918,1270.14167745,1089.56113743,263.970443335,1627.48986484,1282.44529739,1090.9268707
hokkaido_soya__rebun-kana__reven,45.305,141.045,1278.61038154,1076.79396753,1588.32913719,1078.93745479,1267.46949135,1076.7993201,1073.24466374,1415.89488041,1075.07875381,1073.26354531,1079.09465618,1261.62101758,1073.9636302,1587.04581492,1209.67662643,251.076593859,1075.0607456,1075.23169073,1284.34645375,1072.80773172,1269.98706541,1083.43408906,1269.50635732,1080.52630497,200.179225353,1063.35676479,1271.259768,1608.24559995,781.609461417,1092.07645549,1071.90815696,1069.12331435,1537.41678939,1069.58353738,1082.37310761,1267.32598373,1068.15015496,1077.02344532,247.161111862,1587.9980454,1591.18352767,254.407524194,293.098016631,1273.78765213,1079.46950918,248.689991099,1074.61033037,1066.8833373,1590.72358463,1148.63296686,1274.12140432,1591.19317018,1082.91474773,1070.52812198,1601.05410004,1073.26325827,309.16524465,1066.48799592,1270.02051996,1589.2883875,1074.56211901,1367.67675523,1069.51233651,1073.6134514,1071.26649847,1282.0821437,1083.67308953,1536.99333901,1069.73214707,1588.43634593,1071.34511069,1262.4566239,1075.94305836,905.166407728,1267.81616066,1074.9530406,837.452418092,1087.79376701,843.125765299,1544.02824912,1069.1459646,1078.18512619,1169.03070297,891.787147851,1066.55442016,1070.46899652,1267.33738439,1071.58723351,1070.46659305,1079.18235764,1069.85594016,1279.67276671,1283.88697016,1080.49546311,1415.27442482,1588.36095179,1271.90809296,1072.57126468,1077.12996098,1072.12612501,1068.95885756,1072.02113864,1257.44123746,1076.31701069,251.026443245,1616.08371205,1269.77034843,1077.68262509
hokkaido_soya__shape-kana__kuugata,45.1783333333,141.138333333,1268.99667526,1063.64317299,1582.00145433,1065.85983319,1257.5941763,1063.68470636,1060.18514973,1408.41916847,1061.91479031,1060.15237584,1065.98254746,1251.76070467,1061.08262692,1580.70321285,1197.96125169,236.438802454,1061.92266412,1062.06681722,1275.06306854,1059.65873007,1260.102723,1070.31861831,1259.78716705,1067.42300397,184.362710603,1050.17674637,1261.3936514,1601.68918769,767.720421842,1079.15200263,1058.90442797,1056.05580605,1530.89461804,1056.46554929,1069.23390187,1257.43374738,1055.02228181,1063.93601311,232.515549901,1581.66737202,1584.88187513,239.517552581,280.158354388,1264.12646034,1066.4005088,234.131785991,1061.4115339,1053.77336026,1584.40513068,1136.09255038,1264.21363165,1584.89382233,1069.82127846,1057.36091443,1594.8521311,1060.25108052,293.42222896,1053.35972004,1260.17233158,1582.92109734,1061.60529047,1359.51213682,1056.38931941,1060.51583691,1058.11987147,1272.17945864,1070.57697722,1530.46495881,1056.61452262,1582.10592968,1058.16855637,1252.74640797,1062.82688823,893.370765786,1258.04013767,1061.76938229,825.311078462,1074.66071585,831.041507501,1537.57922654,1055.99655386,1065.24447454,1156.84555514,879.714470303,1053.33942366,1057.2891517,1257.37493358,1058.38389205,1057.23258915,1066.09165722,1056.75340303,1270.06529771,1274.76279536,1067.36110819,1407.793665,1582.02712086,1262.02284515,1059.41805152,1064.02087298,1059.04648134,1055.8462951,1058.93969891,1247.48846625,1063.18346489,236.361901931,1609.43562138,1259.90068207,1064.56192431
hokkaido_soya__ship-overnight-kana__funadomari____2003-10-16,45.4366666667,141.035,1291.57160444,1091.25674804,1599.28728329,1093.38064892,1280.56992049,1091.25251778,1087.68297983,1427.60263413,1089.54499804,1087.71586406,1093.54715654,1274.71381251,1088.35094191,1598.01393923,1223.64522679,265.718181442,1089.52019919,1089.69817033,1297.12753983,1087.27008769,1283.09212371,1097.88743718,1282.52430526,1094.97642584,213.113995082,1077.82730891,1284.35522765,1619.35409782,796.225384736,1106.47628863,1086.33098147,1083.56387214,1548.50610231,1084.03772249,1096.83277316,1280.43527624,1082.60698748,1091.46932657,261.801849877,1598.95819569,1602.12421773,269.012072574,300.919567911,1286.77450864,1093.91034552,263.337812654,1089.08557516,1081.33541409,1601.67547848,1162.91138598,1287.23855429,1602.13232524,1097.36219057,1084.99526297,1611.92779111,1087.68843915,321.74487205,1080.94495521,1283.10661877,1600.27280054,1088.971565,1379.80896452,1083.96786226,1088.06212522,1085.72824839,1295.19633105,1098.12123679,1548.08676037,1084.18623338,1599.39630438,1085.81466784,1275.47008723,1090.39668206,919.176613221,1280.8643116,1089.42439275,851.598043185,1102.25174232,857.24997835,1555.06898347,1083.60847069,1092.58985634,1183.1834214,905.905217641,1081.03387955,1084.93941466,1280.48327699,1086.06367298,1084.95080345,1093.62909717,1084.30598468,1292.63059672,1296.5795867,1094.95386801,1426.98536643,1599.32318398,1285.01355053,1087.03472825,1091.58167579,1086.56995324,1083.41160103,1086.46545617,1270.58248214,1090.77525019,265.665383763,1627.25202854,1282.86772737,1092.13743675
