station_id,station_latitude,station_longitude,"(35.6436746642265, 139.668220854814)","(34.8299255519268, 134.67307503026)","(35.6686002312873, 139.763042710922)","(33.576378885814, 130.339313030944)","(35.7049600607628, 139.828642317999)","(34.3921061951814, 132.461913549062)","(35.7504730896129, 139.668412382952)","(34.8446959955273, 135.200009648607)","(34.6695141138059, 135.501425073088)","(35.6592135750057, 139.699736413293)","(34.9761959856874, 138.395167116889)","(34.7833546642214, 135.626893879107)","(35.1435065774705, 138.824720764706)","(35.7113526946999, 139.782683762559)","(35.6707278552571, 139.824575523243)","(33.5898057431799, 130.400170103423)","(35.6913840261435, 139.701256018243)","(34.6921090191178, 135.19169838649)","(34.721643852576, 137.738944248312)","(34.7008890686831, 135.523532507624)","(34.5429737840978, 135.483425913341)","(34.7628842428802, 135.351271325934)","(34.6642578923122, 135.097043633343)","(35.7704936763352, 139.725523823653)","(35.7045268734617, 139.746450221751)","(35.7033806289694, 139.660343438851)","(35.5127621813484, 139.495732838814)","(43.0550467342327, 141.353236099251)","(33.5938114369172, 130.407306147911)","(38.2609292213358, 140.879943773246)","(34.6864822282026, 135.504173905849)","(35.6957799197548, 139.768452660487)","(37.9141796404018, 139.060023533565)","(35.7300682724374, 139.711742036854)","(43.0626508559011, 141.35141885084)","(34.4896774918856, 133.362129875602)","(35.6661365113171, 139.733978129589)","(35.6825041877889, 139.773619351768)","(43.1298785546459, 143.714585146618)","(35.5496703891492, 139.448494440035)","(34.7491925683586, 135.410836568174)","(34.6463123135796, 135.513197204085)","(33.5568813625172, 130.415134494467)","(43.7680334140293, 142.359663830444)","(35.6641613578352, 139.540968681458)","(34.6633947065657, 134.967793581374)","(38.2637658039492, 140.870328746743)","(33.586969256765, 130.392800598517)","(34.7015189521487, 135.498858596496)","(35.6371829456301, 139.737998019487)","(34.405829139868, 132.453737641663)","(35.6467447985159, 139.707924045163)","(43.0981588902961, 141.351928620239)","(37.9224038247084, 139.04490438335)","(34.8483344010984, 135.617700846468)","(43.0393556174936, 141.42905073338)","(33.3116451885167, 130.518556071422)","(35.6772067238161, 139.373869598931)","(35.68858932521, 139.731970982304)","(35.6284593898344, 139.778927275065)","(35.7554126329199, 139.808819886617)","(34.4438143992744, 135.359104867502)","(33.5893363895301, 130.418461937543)","(33.8815002311681, 130.887364287386)","(35.6482309999929, 139.369090338226)","(43.0171684632422, 141.364464259678)","(35.7124105538004, 139.706563865451)","(33.5797340853351, 130.401762444701)","(33.8618400940539, 130.751425402895)","(35.7034722044097, 139.470149586499)","(34.7528255827152, 134.84764167701)","(37.9098086109062, 139.062169682261)","(35.7316384246169, 139.558725129422)","(34.6649455287861, 135.530684753628)","(34.7526220020618, 135.495215366821)","(35.7329919391343, 139.733984177229)","(35.7712603764982, 139.691129568101)","(34.8128200803455, 135.567196195081)","(35.6065644629997, 139.722434229872)","(38.2211741466384, 140.864111861762)","(34.6188256463165, 135.511015877611)","(37.4475520983702, 138.841401954853)","(34.8285115727567, 138.194795335294)","(35.7487613697795, 139.333801249646)","(41.7867642774289, 140.743511351584)","(34.6961072081487, 135.484354119315)","(35.6754199339039, 139.658380363957)","(35.6631812401236, 139.671710927319)","(34.6541547389256, 135.59431702676)","(42.9426007881073, 141.381244720474)","(35.700459562678, 139.701280416651)","(37.9218089873865, 139.111617459975)","(43.7748457584393, 142.37740311615)","(35.6674650422837, 139.712665228437)","(34.6575376688925, 135.465790031662)","(38.586508041042, 140.941775545589)","(35.0169242595713, 138.483531738964)","(34.7013913398396, 135.553402986219)","(38.3305179893434, 141.021907735053)","(43.0710451863794, 141.309260567281)","(35.6273684971615, 139.684337716716)","(34.7168187850391, 135.252629859974)","(35.6373649334246, 139.593794420619)","(38.3282072863035, 140.873967041258)","(35.6500406201583, 139.633061874363)","(35.6572000631066, 139.437613780568)","(33.5690428275857, 130.610252475554)","(35.6066348830337, 139.668428354733)","(37.8968937017632, 139.038831703075)","(35.7019030598891, 139.52388554909)","(37.8697297318579, 138.971622613575)","(34.89895181957, 138.344235678092)","(35.6245326769377, 139.421325138687)","(38.2680706340227, 140.883916167353)","(35.7563293056277, 139.554190917653)","(37.1397777679231, 138.251520899663)","(35.6194544011121, 139.704180393047)","(35.6198993105808, 139.633401431252)","(34.9345598371853, 139.096332944694)","(34.3874999304076, 132.661308799626)","(34.8192452150664, 135.455217027399)","(35.2286300184325, 138.616270553172)","(37.838267244892, 139.104301421225)","(33.459353333184, 130.501845827137)","(34.5343100355169, 135.574890561587)","(37.5704782355036, 138.873286079977)","(33.6253345645257, 130.431896363042)","(43.4737679144369, 142.121081840925)","(37.9496613371687, 139.320881857858)"
kumamoto__takamori-kana__takamori,32.8216666667,131.125,846.677560362,396.820097606,855.695869735,111.234328925,862.63081026,213.853281389,850.67225962,438.840817614,454.305878619,849.940492052,713.43050203,470.164659286,756.394990581,858.941351184,861.037435892,108.741489457,851.254780243,430.056082438,647.728746499,457.641509758,446.913112107,446.645926984,420.942049372,856.285354503,855.597289306,848.21242065,827.165909295,1446.27475536,108.678075813,1069.85997889,455.348729779,857.152965847,915.475993395,853.589375305,1446.80791584,277.990741658,853.120835765,857.107625959,1587.90786863,824.443651837,450.791130326,454.176355223,105.027911215,1559.70019834,836.571930104,410.469830046,1069.30585018,108.925175808,455.63901486,852.412328399,214.65257078,850.185295742,1449.78718328,914.931086521,472.653836731,1449.09007837,78.4860331821,822.850011918,853.773208787,855.605002435,862.804606406,432.03161464,107.648858136,119.609833755,821.3352733,1443.742096,852.488436648,107.778028363,120.493547836,832.034897224,405.84432309,915.346073445,840.635644031,456.508965282,457.854444675,855.593059526,853.39250096,466.747331219,849.97654338,1066.38267503,452.703670472,870.082935499,691.099642473,822.246593646,1308.60342039,454.181417899,847.004974225,847.691411553,461.281621521,1438.49196857,851.593382961,919.656083205,1561.22427975,851.347795534,450.786169647,1093.63789287,722.484770948,460.130143729,1084.48446969,1445.22915678,847.462546662,436.272874295,840.084592392,1073.32345813,843.906141419,827.506481216,95.7837304861,845.349779757,912.842758091,836.541570148,906.282982515,706.445449778,824.887894998,1070.56969474,841.198858521,807.621651806,848.875483032,842.831395637,773.553242421,224.700583923,457.974584521,741.345582991,913.766151922,91.5555579568,454.209854232,880.075400865,110.086044731,1522.60845168,936.462351879
kumamoto__takarayama-kana__tawarayama____2009-11-20,32.85,130.976666667,858.114552264,406.501234099,867.13453476,100.103203603,874.05086722,219.652943159,861.996983172,449.08016514,465.176536212,861.370480775,725.229407917,480.906585213,768.12806017,870.341406777,872.491573723,98.0833870007,862.651581015,440.618300235,659.636750251,468.466350234,458.024505058,457.200657731,431.477306057,867.606543791,866.993766801,859.584350729,838.690528296,1451.78771645,98.0931820048,1079.093575,466.187370625,868.565011164,924.091862777,864.948789223,1452.31471605,286.370738332,864.553618139,868.534947302,1594.53097454,835.915088394,461.425809581,465.102662022,94.2733751209,1565.27328168,847.949052563,420.880774499,1078.53230249,98.1999351268,466.443165226,863.876348956,220.360958979,861.630683357,1455.27024698,923.528208352,483.260395112,1454.65553939,66.7146548733,834.160368394,865.182021963,867.089707562,874.166672034,443.254624037,97.1157154562,114.706179378,832.67570497,1449.28700212,863.864801157,97.0704956961,114.165306157,843.347661142,415.91948346,923.968186538,851.946204537,467.411297388,468.552411388,866.956110411,864.702300696,477.383187269,861.467866151,1075.64737562,463.683395868,879.096636584,703.014338547,833.465157589,1314.67802427,464.984994083,858.405739614,859.108991485,472.253003156,1444.09706187,862.980687127,928.295750297,1566.80186729,862.77296295,461.653242936,1102.58900992,734.262400048,470.977189184,1093.71594404,1450.70685699,858.921290439,446.837200927,851.506174892,1082.4895345,855.32605925,838.858930332,86.7563773337,856.825563381,921.464646904,847.873022168,914.892825137,718.320165729,836.270544187,1079.79823249,852.481537093,816.627679528,860.348202876,854.283103557,785.58403008,231.334406648,468.503387277,752.917181388,922.494665954,80.8045110695,465.402694615,888.965707606,99.861779047,1528.25135848,945.199072373
kumamoto__triangle-kana__misumi,32.6116666667,130.478333333,911.527052253,460.035775466,920.546139823,107.776709853,927.473572249,270.112996774,915.47180919,502.738682255,518.804833428,914.787188519,778.370276633,534.558566781,821.326781706,923.775611287,925.893871176,108.726826155,916.087541242,494.286837369,712.673342362,522.104125088,511.582581958,510.869726346,485.146935138,921.083246619,920.429963177,913.034131832,892.047357916,1500.64076977,109.12761748,1132.35993923,519.822379264,921.992312283,976.938728092,918.405433581,1501.15742529,339.253179917,917.968705294,921.953318,1645.07104088,889.306259277,515.089694377,518.717920605,104.995870501,1614.20668255,901.395831868,474.551247823,1131.79446882,108.461404797,520.084713548,917.272464551,270.702329131,915.038176607,1504.07284998,976.360075129,536.926798657,1503.59504542,77.7212934832,887.6421072,918.611148588,920.47287575,927.6220001,496.767155431,108.573619891,145.902749139,886.142008263,1498.19350897,917.312199234,107.60232531,140.971739388,896.828315134,469.55581489,976.820055605,905.42807964,521.03247861,522.20990213,920.410817076,918.184722333,531.047232617,914.846745456,1128.93206964,517.284348815,932.2385894,756.044144601,886.989842783,1364.45276592,518.626601755,911.839394526,912.532964479,525.856627486,1493.10373162,916.421999344,981.161112685,1615.74247805,916.192535278,515.282196848,1155.67229133,787.422349601,524.610657104,1146.98035789,1499.50135414,912.320605959,500.505702262,904.927715854,1135.71501412,908.748621392,892.318968186,106.890658238,910.214256956,974.31661236,901.344202201,967.735889014,771.389765227,889.714111669,1133.06157288,905.977119344,869.770448508,913.73885949,907.686672799,838.488493469,282.724466766,522.173518076,806.24073294,975.429713532,94.0384256728,518.92919687,942.022671789,112.505938346,1577.3055907,998.138124397
kumamoto__upper-kana__wes,32.225,130.905,894.079329979,453.799311662,903.07007891,158.940823971,910.100145872,280.688260308,898.712198856,493.451560793,506.025276746,897.376660355,758.940872396,522.409051802,802.2054413,906.533849881,908.310592944,158.556817785,898.881021317,483.337224565,692.743206446,509.561495281,497.483249117,499.867200105,474.395850931,904.334541752,903.216942293,895.987865889,874.090070254,1512.3858234,158.783677096,1126.99297908,507.215627714,904.679423621,974.790178324,901.426084146,1512.92847762,339.667651115,900.534448015,904.545308431,1651.99060929,871.688979563,503.631301673,505.627088193,154.656569337,1625.6989652,884.34069799,464.523846797,1126.46460944,158.463831206,507.668130938,899.644247974,281.596370502,897.531004183,1515.94402654,974.303451515,525.508043639,1515.1183693,125.831108546,871.026595264,901.324988603,902.70852194,910.608488465,482.118607925,158.005801035,183.722264353,869.344765318,1509.8036504,900.23006118,157.446977487,182.099986822,880.179240075,461.296570481,974.641130462,888.775296765,508.063113637,510.367352711,903.405077162,901.511649394,519.498296352,897.05201714,1123.40797185,503.900685814,928.16839727,735.923651741,870.935679961,1373.80334735,506.221292876,894.61665141,895.204253489,512.471257333,1504.45918118,899.273777144,978.89272161,1627.2156626,898.809285687,502.54264555,1151.72468409,768.104957953,511.930585444,1141.61304447,1511.3950233,894.735326962,489.509019251,887.589364062,1130.69125352,891.412923635,875.434862078,151.587185945,892.526448313,972.140926092,884.571119087,965.624644003,751.485307164,872.648769732,1127.72002758,889.494205399,865.810166835,896.063166788,890.154754606,817.353410578,290.292278475,511.25088294,788.189954574,972.730746804,141.999243367,504.31560148,938.556567015,161.481978502,1588.50101226,995.378996017
kumamoto__ushito-katakana__ushubuka,32.1966666667,130.026666667,969.497909326,521.105380771,978.50965665,155.784774244,985.481924823,332.749112705,973.719722051,563.116586062,578.163811489,972.774675555,835.42419122,594.140971074,878.543123022,981.835451753,983.816080886,158.405340114,974.158022203,554.181822931,769.455732541,581.544583842,570.484989166,570.772402854,545.08706776,979.338029976,978.499834657,971.167356458,949.799220311,1562.88895015,158.986753507,1193.97325039,579.238990637,980.022656461,1039.03803096,976.567794973,1563.40244897,401.309291843,975.948033353,979.945136373,1707.67727521,947.197223103,574.860848262,577.974207428,155.169162746,1676.47426502,959.520021359,534.684064933,1193.4146073,157.947647788,579.562981027,975.172313319,333.335705007,972.986472282,1566.30550156,1038.47161827,596.738448811,1565.86891496,131.963208687,945.933242453,976.650728405,978.318212557,985.774972114,555.45258953,158.74102668,203.416907935,944.361071366,1560.4578382,975.433089343,157.349567568,196.69511176,955.110797003,530.156280598,1038.91521659,963.713215699,580.332183634,581.872356816,978.563601443,976.467860943,590.81179578,972.676934844,1190.51499067,576.440632321,994.034688571,812.771101089,945.497074309,1426.94226562,578.106489561,969.901373902,970.552538069,585.024194788,1555.39763879,974.516033133,1043.2449912,1678.01214845,974.191738019,574.649340786,1217.53858497,844.531755522,584.009986975,1208.59658007,1561.73172947,970.235733602,560.395656731,962.939805203,1197.39232632,966.763593272,950.50674948,161.699399956,968.086343645,1036.41167609,959.580170168,1029.83825165,828.225575668,947.828562985,1194.67978765,964.328735025,931.566331177,971.617578646,965.62142523,894.790473516,345.316277443,582.114970051,863.90696576,1037.45165493,146.931586387,577.660228971,1003.92025614,162.914580831,1639.60984616,1060.15637605
kumamoto__uto-kana__uto,32.7,130.656666667,892.256474481,440.677853254,901.275954343,101.606854085,908.199014961,251.64948098,896.176370295,483.352024547,499.443921203,895.514958288,759.203515669,515.186343445,802.138488583,904.496468027,906.627388859,101.545788478,896.807669539,474.904716666,693.544893166,502.73883943,492.251572762,491.487152243,465.763836579,901.787068957,901.150014026,893.748735055,872.79857785,1482.85165364,101.823320101,1113.08488256,500.458383633,902.715907914,957.795889426,899.11730957,1483.37187307,320.07957447,898.697130298,902.680458155,1626.7075419,870.043997244,495.710832877,499.362833932,97.6700638187,1596.39269799,882.111590832,455.164901412,1112.52071875,101.404887476,500.717633343,898.00838459,252.275076809,895.769594288,1486.30114151,957.222057137,517.546287109,1485.77633711,69.0510437277,868.343789628,899.334005408,901.213909865,908.334435386,477.454350529,101.106432104,132.789838089,866.849896963,1480.38598509,898.027770318,100.42553912,129.161058193,877.530465554,450.172919459,957.675606162,886.129764835,501.674775544,502.834752553,901.12347617,898.886226703,511.668276105,895.589439284,1109.65129584,497.935465537,913.001404769,736.918932437,867.674036789,1346.34478126,499.259490745,892.560423933,893.257843995,506.506627858,1475.26171603,897.139996222,962.01237027,1597.92604972,896.919175458,495.920977491,1136.45509357,768.248459949,505.24738609,1127.70596485,1481.73230844,893.055241596,481.123611594,885.653528828,1116.45275276,889.474045217,873.029391533,96.4800652848,890.953069161,955.172105251,882.050184533,948.594173632,752.249820842,870.431106561,1113.78746159,886.673255857,850.532506988,894.47691503,888.419608754,819.411465293,263.986460739,502.789885586,787.004360375,956.258561293,85.4483195483,499.611010225,922.812385176,104.74621553,1559.44927582,978.965901527
kumamoto__watanabe-kana__ikusayama____1977-06-20,32.1266666667,130.721666667,914.453786929,474.032298806,923.443166653,164.711108923,930.475860361,299.025179562,919.105172965,513.817104732,526.460706426,917.752018276,779.256734855,542.838935718,822.5291994,926.913552089,928.680132357,165.031501593,919.262138915,503.743359114,713.046299195,529.994885979,517.924926987,520.27662243,494.796372212,924.727510888,923.59763791,916.373538308,894.44995395,1531.16600746,165.348088571,1147.28380537,527.649514213,925.057199178,994.901838007,921.813255326,1531.70509576,359.34640762,920.908924067,924.920325647,1671.38173343,892.059733659,524.049524257,526.06495132,161.188066247,1644.52338131,904.726764369,484.904765429,1146.75383941,164.849667907,528.100068248,920.012927965,299.88794185,917.903488433,1534.70695653,994.409353641,545.927805767,1533.92945283,132.785733574,891.424466641,921.703718705,923.072756563,930.994269199,502.560116619,164.676669413,195.233952534,889.738304789,1528.60229487,920.614535966,163.906279946,192.45844419,900.575851545,481.619743245,994.754649233,909.171393045,528.500204334,530.792232823,923.791442186,921.906629837,539.919583457,917.415640159,1143.7051556,524.34026071,948.38403004,756.212527051,891.345847681,1392.88654638,526.65300677,914.997552354,915.582112378,532.911106183,1523.29233915,919.656493522,999.012174798,1646.04281234,919.185358106,522.977518174,1171.9514724,788.424365204,532.365445441,1161.9046737,1530.15440425,915.105620031,509.916971449,907.967386317,1150.96748934,911.790800127,895.825887081,160.301703368,912.89372204,992.253980748,904.964469669,985.733012249,771.781869969,893.035211806,1148.00982096,909.894285979,886.013502349,916.430597698,910.526939059,837.581614863,309.078826146,531.660135013,808.553216324,992.8753591,149.223326779,524.756878734,958.741209991,168.403115515,1607.36299096,1015.52934954
kumamoto__yakatayama-northern-latitude__NONE____1990-10-29,32.31,130.735,904.062353774,460.158529934,913.064551266,145.237865934,920.068487131,281.352223072,908.503465276,500.780463882,514.395734154,907.350528835,769.416924173,530.616569517,812.617183921,916.46384303,918.337153011,145.346801478,908.798151708,491.141447155,703.320891288,517.867507758,506.225749347,507.710131605,482.128499856,914.124928175,913.137581885,905.858788586,884.208023271,1513.75471567,145.638715193,1133.56149932,515.537301921,914.628691784,980.344542459,911.280300297,1514.28911764,343.737691682,910.516206212,914.521241925,1654.91144272,881.710607651,511.612895865,514.087588449,141.48171738,1627.16600209,894.209477792,472.02802956,1133.02195287,145.190001423,515.934969239,909.680093945,282.163703,907.532066976,1517.27302528,979.829881011,533.505904835,1516.55879176,112.917777997,880.766002901,911.265453051,912.783716544,920.475852826,490.999225523,144.937081123,174.868441544,879.134731037,1511.21538591,910.112736657,144.22427494,172.115231362,889.931907642,468.271911581,980.204603549,898.532498252,516.491429055,518.470126063,913.26748863,911.279618566,527.526814574,907.133544302,1130.02215974,512.444036548,934.281639651,746.579642487,880.51639449,1375.91125352,514.482967741,904.536673347,905.154289553,521.026033793,1505.95164251,909.174668097,984.484811389,1628.68903263,908.776050474,510.896909507,1157.87691695,778.554545595,520.279648335,1148.18575386,1512.71606737,904.757218997,497.335899287,897.539097845,1137.15874082,901.363429934,885.251843413,140.118575369,902.576236214,977.702458622,894.360545288,971.164193869,762.089674118,882.515643935,1134.28119976,899.203763748,871.862470721,906.110938983,900.159870587,828.330242817,291.949332109,519.085472098,798.295408628,978.450228577,129.319594773,513.215683393,944.493050336,148.60214653,1590.05775869,1001.12510334
kumamoto__yamae-kana__yamae,32.3016666667,130.746666667,903.494187435,459.875260229,912.495531384,146.412151038,919.501733984,281.498261572,907.95137753,500.421161587,513.952381237,906.783166998,768.80558014,530.187143137,812.011886909,915.900256662,917.7655071,146.487068929,908.235552295,490.743215224,702.699875477,517.429553886,505.751630202,507.309473427,481.735663426,913.572979649,912.574739423,905.300016967,883.62832085,1513.88208941,146.774529127,1133.27609836,515.097977549,914.063472211,980.138986178,910.722988044,1514.41713068,343.627198902,909.948220965,913.953790221,1654.91903476,881.138942106,511.201126834,513.636866166,142.618581818,1627.28637861,893.650746255,471.653216591,1132.73744919,146.334662711,515.500135833,909.107571416,282.317288973,906.96243153,1517.40349419,979.626550234,533.09367117,1516.68066262,114.026804406,880.217904959,910.700931045,912.207933846,919.917547974,490.513149997,146.067412209,175.704786335,878.582394693,1511.33944112,909.553032737,145.365153171,173.033072309,889.382817569,467.939594475,979.998317697,897.98313464,516.04343221,518.04876855,912.709514747,910.729507957,527.111857785,906.55716603,1129.73304054,511.986473828,934.030732886,745.952787376,879.981515692,1375.98063217,514.048497757,903.973782241,904.588895749,520.567871228,1506.06943889,908.613430718,984.276290419,1628.8089275,908.209299567,510.454738857,1157.62526275,777.945567708,519.838274015,1147.90014283,1512.84712477,904.185807625,496.93610162,896.973639236,1136.88152248,900.797952144,884.697328371,141.133966722,902.00246353,977.496297245,893.808442062,970.959708173,761.467416924,881.956928408,1133.99639824,898.658382141,871.615570924,905.537376367,899.589809481,827.677467052,292.020437621,518.685957171,797.715597073,978.231445918,130.418048667,512.728912651,944.25645932,149.720190255,1590.17102911,1000.90445972
kumamoto__yamato-kana__yamato,32.7116666667,130.958333333,865.927092953,416.613474576,874.944096211,111.950158026,881.888982826,232.880072825,869.981451448,458.550517279,473.837479772,869.193745655,732.46363919,489.739082594,775.469737892,878.210538447,880.276837434,110.43858345,870.526037108,449.688390483,666.689621867,477.189034564,466.350566871,466.278948449,440.582583104,875.596138751,874.868541611,867.497084208,846.366561235,1465.26259424,110.518816488,1089.67404917,474.891638516,876.415731217,935.275679368,872.880424097,1465.79310951,297.7529682,872.372417704,876.36204541,1607.31303041,843.674941847,470.400738189,473.687472129,106.565620194,1578.7147841,855.854324206,430.143197401,1089.1201147,110.488290936,475.193878133,871.6465561,233.641570331,869.430028912,1468.76216126,934.72940746,492.270031743,1468.10038643,78.2063969902,842.167682709,873.037869235,874.827389585,882.093892618,451.421205026,109.598128612,129.914215379,840.637570325,1462.743595,871.770572807,109.385548933,129.012910484,851.350960936,425.586657753,935.146200935,859.952478835,476.028784185,477.444032669,874.882114001,872.70921583,486.355292633,869.195397438,1086.19580818,472.19445406,889.898947567,710.051872871,841.60956308,1327.81598504,473.736614304,866.274270911,866.951556468,480.774763806,1457.51893446,870.869722775,939.457443658,1580.24078794,870.603637203,470.319409634,1113.45320052,741.531829919,479.669628101,1104.29857747,1464.20176536,866.699947585,455.904063431,859.342875205,1093.13901105,863.165170481,846.802259906,100.482183071,864.57767752,932.642857239,855.847870509,926.082188615,725.42566514,844.167850187,1090.38390189,860.529728087,827.437511949,868.10496022,862.072928292,792.410273309,244.043557786,477.613884857,760.52299178,933.572917796,93.2337477667,473.610434014,899.888911671,112.602515263,1541.65208285,956.26964405
kumamoto__yatsushiro-kana__yatsushiro,32.4733333333,130.606666667,906.997777972,458.843223297,916.011211018,124.856973239,922.976072171,273.950554415,911.175481146,500.603017163,515.530576116,910.27182586,773.107947028,531.515422145,816.191786918,919.320814522,921.325152426,125.31600415,911.641309417,491.585369758,707.201056112,518.913315197,507.858764011,508.17555098,482.497024066,916.792995434,915.983406048,908.640435346,887.338164273,1505.96494997,125.654425714,1131.95279795,516.607064199,917.512851293,977.547148507,914.036540118,1506.49018928,339.972978942,913.446731236,917.441864447,1648.83561113,884.710123644,512.249912252,515.339916032,121.495801971,1619.46554738,896.994041682,472.12442215,1131.39950802,125.113290824,516.93306652,912.68498393,274.650169163,910.490433588,1509.43881855,976.998773543,534.130053101,1508.84721188,93.335722048,883.381750975,914.139231703,915.84098046,923.245540703,492.838820627,125.012833443,158.355216974,881.819932161,1503.47317903,912.908295242,124.189496034,154.586525,892.560877058,467.708077539,977.418345333,901.163240235,517.698123819,519.252271837,916.033913886,913.918636204,528.199361671,910.202236404,1128.47157915,513.806852038,932.189731477,750.536187183,882.917632405,1368.96815735,515.476673864,907.385874006,908.044129457,522.390349556,1498.2992711,911.995504161,981.731452078,1620.99531824,911.68694666,512.016308868,1155.74423436,782.202887098,521.377529029,1146.57744182,1504.87392894,907.745432729,497.798109496,900.432318709,1135.42311352,904.255792061,887.970548314,121.519956894,905.603700385,974.914962056,897.037140608,968.352935429,765.963665704,885.303624693,1132.66310311,901.769573251,869.728436728,909.133900023,903.127424167,832.684409512,285.611369811,519.521980517,801.457358792,975.854780676,109.791618595,515.044413601,942.178883021,128.801608101,1582.46202518,998.552215045
kumamoto__yu-yamakitani-kana__yunomayeyotkotani,32.2633333333,131.043333333,880.553542615,441.159084237,889.542400891,159.817072463,896.576098467,270.526302372,885.21514101,480.518469319,492.828351121,883.852124671,745.352682081,509.24757782,788.624023348,893.015537841,894.778160532,158.932842927,885.364817419,470.281017709,679.144813818,496.378902306,484.205170092,486.798172365,461.359697716,890.837466369,889.700103818,882.478674963,860.545576934,1501.53026696,159.092921889,1114.21270443,494.029759692,891.158311052,962.330089434,887.919281805,1502.07663982,327.895872266,887.008681327,891.020290305,1640.46152483,858.158181982,490.527142772,492.40974656,155.027204888,1614.79374167,870.832147851,451.549677361,1113.68758261,158.904676861,494.494943668,886.110697927,271.481895434,884.002509907,1505.10641848,961.852511895,512.396397875,1504.23029094,126.224116745,857.538458738,887.805260072,889.16931293,897.099450442,468.813578636,158.244963355,180.053943181,855.848747973,1498.92880829,886.718983186,157.844048242,179.366690821,866.688740613,448.469841577,962.178086061,875.283835806,494.852693976,497.232638544,889.89697794,888.018142942,506.380106468,883.512052809,1110.61472865,490.665059867,915.534841126,722.315010939,857.473249365,1362.62773658,493.049534644,881.100128524,881.683270354,499.231895418,1493.54817206,885.759988315,966.420075768,1616.30752176,885.285752669,489.349965386,1139.06639281,754.519756115,498.737698734,1128.83092235,1500.56126556,881.203898714,476.445911409,874.068624249,1117.94012374,877.891969721,861.934481652,150.366457048,878.991085525,959.678692791,871.074743673,953.170049812,737.882124316,859.140835178,1114.9418399,876.010259101,853.200228798,882.528003455,876.625860638,803.710070184,279.628006198,498.181989066,774.649614197,960.217478221,141.993542907,491.003551972,925.97704088,161.50887733,1577.55713973,982.855675769
kyoto__asahara-yama-kana__asaharayama____1981-10-15,35.3333333333,135.388333333,389.858767686,85.8717140473,398.61540317,503.142073609,404.840253284,287.228172779,390.844419651,56.8655362491,74.3645767447,392.824071221,276.80939121,64.7802736468,313.481148533,400.75223973,404.189229857,497.379163521,393.227898543,73.3670063181,224.982267364,71.2406974046,88.1113473153,63.3767191959,78.846906562,396.203224562,397.422233658,389.645765617,373.520590296,999.565435753,496.592692324,587.840103148,72.536919471,399.329468275,435.690547912,394.535848262,1000.19406073,207.470805231,395.971088128,399.682900436,1123.96466293,369.396962639,64.8378734626,77.0661922227,497.629132403,1110.79055101,378.526625073,83.652807018,587.292186379,498.132115395,70.8161829539,396.118549035,287.355486444,393.469219862,1003.53060721,435.261311289,57.7288952155,1001.4830202,501.074716022,363.563125103,395.975221172,399.75952283,403.537938193,98.7180965994,495.853255187,443.084704053,362.873110223,996.53639211,393.898076273,497.704883772,455.542308334,372.498829953,81.1254192276,435.523707083,380.767738115,75.2813854103,65.1587864816,396.569050625,393.117722199,60.0067701448,394.510649001,584.340563864,80.0552736842,388.557939112,261.990025933,360.718709513,854.593161403,71.2355580596,389.221010711,390.324172704,77.6595701596,990.363330976,393.311118297,439.71733503,1112.22875181,394.056926187,75.3058302036,612.130615761,284.116321498,71.7086573618,602.465229939,999.117964311,391.199530756,69.5088878731,383.086198174,591.376343521,386.730036885,369.136353327,480.643037183,389.625192829,433.029717797,377.327480758,426.564516963,273.721285356,367.403261271,588.554084747,380.62970991,326.199975762,392.940883739,386.543136732,340.806469276,270.530423286,57.3592291169,293.878240246,433.356188545,495.003789099,90.2668178818,398.982662099,493.080973985,1072.95773038,455.959483068
kyoto__ayabe-kana__ayabe,35.2933333333,135.258333333,402.110784108,74.1164563302,410.883551935,490.515793724,417.134016876,274.60062062,403.182063867,50.0561353173,72.678946914,405.087646267,288.029828217,65.8176195873,325.109038992,413.053427836,416.456065235,484.753258463,405.517760608,66.9769420892,235.136817302,70.0431825347,85.747620008,59.4566059181,71.3267620889,408.552098212,409.720072789,401.947506598,385.65723433,1009.22880098,483.966732416,600.066981895,70.9671165429,411.619219272,447.452687893,406.85545557,1009.85266371,194.909581113,408.238676629,411.961788759,1134.65563214,381.572339883,61.951160717,75.4595029032,485.005250545,1120.62893565,390.802795927,74.7515711299,599.515273411,485.506212555,69.230563306,408.361678529,274.728248857,405.721902119,1013.17200041,447.007206281,59.2592877067,1011.19587298,488.489894702,375.860296059,408.261182258,411.993348823,415.870850207,94.6933986478,483.227676588,430.457669799,375.145206903,1006.22472444,406.20432038,485.07945861,442.916248448,384.811994018,70.7143357419,447.290984734,393.097818529,74.0162649435,63.7635996608,408.889592675,405.469285881,60.2974760426,406.727911535,596.583471862,78.3078844115,400.611742645,272.772775369,373.077196564,864.576482406,69.395227307,401.500196081,402.592497059,77.2632568357,1000.09806722,405.608233059,451.502482728,1122.0723561,406.326696231,73.0348397756,624.202262413,295.447918251,70.9802366064,614.691833572,1008.74896778,403.436719402,63.961029561,395.336479341,603.56740989,398.989257323,381.412379784,468.024362765,401.844851799,444.79485364,389.636056397,438.314144482,284.745494476,379.651058871,600.77834682,392.978977962,338.217915495,405.170269105,398.776159678,352.111448412,257.907395395,55.5782013646,305.63316639,445.209792212,482.392756375,89.0356116449,410.945663036,480.454219156,1082.81813471,467.833252971
