id,avg_temperature,high_temperature,low_temperature,precipitation,hours_sunlight,solar_radiation,deepest_snowfall,total_snowfall,avg_wind_speed,avg_vapor_pressure,avg_local_pressure,avg_humidity,avg_sea_pressure,cloud_cover
hokkaido_kamikawa__asahikawa-kana__asahikawa,1.0,1.0,1.0,0.810444874275,1.0,1.0,0.499032882012,0.280464216634,0.996131528046,0.998065764023,1.0,0.998065764023,1.0,1.0
hokkaido_kamikawa__beautiful-kana__vifca,1.0,1.0,1.0,0.996131528046,0.998065764023,0.0,0.996131528046,0.996131528046,0.94003868472,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__biei-kana__viei,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.969052224371,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__dog-cattle-another-pass-kana__dogwood-bee____2005-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__egunshima-kana__ethanbets,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.889748549323,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__furano-kana__furano,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.959381044487,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__higashikawa-kana__higashikawa,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.95164410058,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__honchon-kana__pip,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.961315280464,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__horaisan-kana__horizan____2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__horokanai-kana__holocanai,0.998065764023,0.998065764023,0.998065764023,0.998065764023,1.0,0.0,0.996131528046,0.996131528046,0.95164410058,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__kamifurano-kana__kamiflana,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.978723404255,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__kamikawa-kana__kamikawa,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.970986460348,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__kanayama-kana__kanayama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__kenbuchi-kana__kenbuchi,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__koba-katakana__ogulma,0.0,0.0,0.0,0.996131528046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__male-takako-kana__otaka-mine____2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__mizuho-kana__mizuho,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__mt-fururono-kana__maehuranodake____2005-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__mt-uwatoshi__rokugow,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.965183752418,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__musako-hideki-kana__otoi-nep,1.0,1.0,1.0,0.996131528046,0.998065764023,0.0,0.996131528046,0.996131528046,0.941972920696,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__nakagawa-kana__nakagawa,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.949709864603,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__nayoro-kana__nayoro,0.998065764023,0.998065764023,0.998065764023,0.996131528046,0.998065764023,0.0,0.996131528046,0.996131528046,0.963249516441,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__piyashiriyama-kana__piyashiriyama____2005-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__platinum-kana__shirogane,0.0,0.0,0.0,0.982591876209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__previous-time-rainyama-kana__mae-sigureyama____2005-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__shibetsu-kana__sibbec,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.970986460348,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__shibishi-kana__sibinay,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.943907156673,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__shimauchiuchi-kana__shumarinai,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.903288201161,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__shimokawa-kana__shimokawa,1.0,1.0,1.0,0.996131528046,0.998065764023,0.0,0.992263056093,0.992263056093,0.982591876209,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__shimukappa-kana__shimkap,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.980657640232,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__sounkyo-kana__saw,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__tiger-tora-kana__ektra,0.99419729207,0.99419729207,0.99419729207,0.992263056093,0.99419729207,0.0,0.984526112186,0.984526112186,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__togaki-kana__higashigakagura,0.998065764023,0.998065764023,0.998065764023,0.510638297872,0.0,0.0,0.998065764023,0.998065764023,0.998065764023,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__tsuruzawa-kana__owalisawa____2004-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__wakasa-kana__wassam,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.990328820116,0.990328820116,0.976789168279,0.0,0.0,0.0,0.0,0.0
hokkaido_kamikawa__western-fuso-kana__nishi-furen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__akan-kana__akan,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__akan-lake-kana__acanthohan,1.0,1.0,1.0,0.996131528046,1.0,0.0,0.996131528046,0.996131528046,0.965183752418,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__futamata-kana__futamata,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__horozu-terrace-kana__horodoraichi____1983-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__kawawaya-kana__kawayu,1.0,1.0,1.0,0.992263056093,1.0,0.0,1.0,1.0,0.974854932302,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__kiritapu-kana__kiritap____1976-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__knowledge-kana-kana__chippomanai,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__kushiro-kana__xylo,1.0,1.0,1.0,0.564796905222,1.0,0.0,0.348162475822,0.0754352030948,1.0,0.998065764023,1.0,0.998065764023,1.0,1.0
hokkaido_kushiro__nakabetsu-katakana__naka-tessetsu,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.984526112186,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__ota-ota__ota,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.986460348162,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__sakakimachi-kana__sakakimachi,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__shiranukuni-kana__shiraneuca,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.996131528046,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__tang-road-kana__touro,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__tea-inland-kano__chainagaya,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__tea-tea-kana__shibecha,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__teshikaga-kana__teshikaga,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__teshikaga-katakana__teshikaga____1977-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__tsurugaoka-kana__truoca,0.996131528046,0.996131528046,0.996131528046,0.551257253385,0.0,0.0,0.992263056093,0.990328820116,0.996131528046,0.0,0.0,0.0,0.0,0.0
hokkaido_kushiro__tsurui-kana__tsurui,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__kamidatsu-kana__kamishibetsu,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.990328820116,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__kotonari-katakana__kennepz____2003-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__nakashibetsu-kana__nakashibetsu,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__natsuke-kana__nosap,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__nemuro-kana__nemuro,0.998065764023,0.998065764023,0.998065764023,0.649903288201,0.998065764023,0.0,0.328820116054,0.10251450677,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0
hokkaido_nemuro__nemuro-nakatsuka-kana__nemuro-nakashibetsu,0.99419729207,0.99419729207,0.99419729207,0.419729206963,0.0,0.0,0.974854932302,0.974854932302,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__oshima-kana__bekkai,1.0,1.0,1.0,0.996131528046,1.0,0.0,1.0,1.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__rausu-kana__louth,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.998065764023,0.998065764023,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__shibetsu-kana__sibbec,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__thick-bed-kana__atco,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_nemuro__yubukuni-kana__itokushibetsu,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__abashiri-kana__abashiri,1.0,1.0,1.0,0.727272727273,1.0,1.0,0.462282398453,0.222437137331,1.0,1.0,1.0,1.0,1.0,1.0
hokkaido_okhotsk__bihoro-kana__bikhoro,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.982591876209,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__chimi-kep-mountain-kana__chimi-kup-yama____2005-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__eastern-kitchen-kana__higashimokoto,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__ikutahara-kana__ikutahara,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.94584139265,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__inchiyama-kana__nikoloyama,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__kamen-alba-kana__camomovet,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__kanabe-kana__rubeshibe,1.0,1.0,1.0,0.992263056093,1.0,0.0,0.996131528046,0.996131528046,0.980657640232,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__kanaka-kana__angar,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.969052224371,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__kitami-kana__kitami,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.986460348162,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__kitami-nakayama-kana__kitami-nakayama____2005-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__koko-kana__okappe,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.990328820116,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__koshimizu-kana__koshimizu,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__maruasef-kana__marsepp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__masumitsu-katakana__meanbetsu,0.99419729207,0.992263056093,0.992263056093,0.433268858801,0.0,0.0,0.99419729207,0.99419729207,0.990328820116,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__monbetsu-kana__monbets,1.0,1.0,1.0,0.709864603482,1.0,0.0,0.452611218569,0.261121856867,0.998065764023,0.998065764023,1.0,0.998065764023,1.0,0.0
hokkaido_okhotsk__monbetsu-komuka-kana__mombeskomukai,0.99419729207,0.992263056093,0.992263056093,0.282398452611,0.0,0.0,0.988394584139,0.984526112186,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__mt-mt-konoyama__mokotoyama____2010-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__nishikoku-kana__nishiokoppe,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.955512572534,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__noda-hitomi-kana__oketotsuneemo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__otake-katakana__parrot,1.0,1.0,1.0,0.810444874275,1.0,0.0,0.477756286267,0.27079303675,1.0,1.0,1.0,1.0,1.0,0.0
hokkaido_okhotsk__rishibe-kamiyama-kana__rubesibeyama____1984-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__sakai-kana__sakaino,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.961315280464,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__saroma-kana__saroma,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.984526112186,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__shari-shari__shari,1.0,1.0,1.0,1.0,0.992263056093,0.0,0.996131528046,0.996131528046,0.996131528046,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__shirataki-kana__sirataki,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.986460348162,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__takigami-kana__takino-it,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.990328820116,0.990328820116,0.953578336557,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__tokoro-kana__tocolor,0.996131528046,0.996131528046,0.996131528046,0.990328820116,0.996131528046,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__tsubetsu-futakami-katakana__tsubetsufutamata,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__tsubetsu-kana__tsubetsu,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.984526112186,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__uto-lu-kana__utoran,1.0,1.0,1.0,0.974854932302,1.0,0.0,0.996131528046,0.996131528046,0.967117988395,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__yamaen-kana__yamazono,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_okhotsk__yubetsu-katakana__yubetsu,1.0,1.0,1.0,1.0,0.988394584139,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__1000-thousand-kana__sengen,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__hakodate-kana__hakodate,1.0,1.0,1.0,0.752417794971,1.0,1.0,0.359767891683,0.199226305609,1.0,1.0,1.0,1.0,1.0,1.0
hokkaido_oshima--watashima__hokuto-kana__hokuto,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__intelciata-kana__siriuchi,0.0,0.0,0.0,0.941972920696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__kawa-kawa-kana__kakkumi,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__kikko-inside-kana__kikonai,1.0,1.0,1.0,0.932301740812,1.0,0.0,0.0,0.0,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__kotanishi-kana__kotanishi____2004-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__kumagai-kana__kumaiishi,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__matsumae-kana__matsumae,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__mori-kana__mori,0.99419729207,0.99419729207,0.99419729207,0.99419729207,0.992263056093,0.0,0.970986460348,0.970986460348,0.990328820116,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__moth-beak-kana__gabino____2003-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__onuma-kana__oonuma,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__oshamanbe-kana__oshamanbe,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__shioi-kana__shiokubi____1984-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__takamatsu-kana__takamatsu,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.0,1.0,1.0,0.996131528046,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__toi-naya-kana__tuttmali,0.0,0.0,0.0,0.99419729207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_oshima--watashima__yakumo-kana__yakumo,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__haboro-kana__haboro,1.0,1.0,1.0,0.806576402321,1.0,0.0,0.441005802708,0.297872340426,1.0,0.986460348162,1.0,0.986460348162,1.0,0.0
hokkaido_rumoi__hatsumi-katakana__shosanbetsu,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.998065764023,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__horon-bran-kana__holonuka,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.963249516441,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__katagiri-katakana__embets,1.0,1.0,1.0,1.0,0.998065764023,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__kotobuki-kana__kotambets,0.0,0.0,0.0,1.0,0.0,0.0,0.996131528046,0.996131528046,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__mashed-kana__masaike,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__nashijiri-kana__yagisiri,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__rumoi-kana__leumoy,1.0,1.0,1.0,0.715667311412,1.0,0.0,0.429400386847,0.288201160542,0.996131528046,0.996131528046,1.0,0.996131528046,1.0,0.0
hokkaido_rumoi__takafu-kana__tap,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.94003868472,0.0,0.0,0.0,0.0,0.0
hokkaido_rumoi__teshio-kana__tesio,1.0,1.0,1.0,0.988394584139,1.0,0.0,0.996131528046,0.996131528046,1.0,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__akaigawa-kana__akayigawa,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__keihata-kana__kuratsudai____2010-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__kigoroku-kana__kimobetsu,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.970986460348,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__kotoshi-kota__stutts,1.0,1.0,1.0,0.72920696325,1.0,0.0,0.394584139265,0.268858800774,1.0,1.0,1.0,1.0,1.0,0.0
hokkaido_shiribeshi__kuro-matsuuchi-kana__chromatsunai,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.984526112186,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__kutchan-kana__kutchanjan,1.0,1.0,1.0,0.746615087041,1.0,0.0,0.510638297872,0.324951644101,1.0,1.0,1.0,1.0,1.0,0.0
hokkaido_shiribeshi__kyowa-kana__kyowa,1.0,1.0,1.0,1.0,1.0,0.0,0.998065764023,0.992263056093,0.996131528046,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__makkuru-kana__mccully,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.982591876209,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__mikoto-kana__bikuni,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.0,0.0,0.943907156673,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__niseko-kana__niseko,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__otaru-kana__otar,1.0,1.0,1.0,0.773694390716,1.0,0.0,0.442940038685,0.27079303675,1.0,0.996131528046,1.0,0.996131528046,1.0,0.0
hokkaido_shiribeshi__ranchi-kana__lankoschi,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.998065764023,0.99419729207,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__shinkawauchi-kana__camomile,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.992263056093,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__wakata-kita-cana__NONE____2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_shiribeshi__yoichi-kana__yoichi,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__akabira-katakana__akabira,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__ashiba-kana__ashibetsu,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.998065764023,0.0,0.992263056093,0.992263056093,0.961315280464,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__bibai-kana__bikai,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.988394584139,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__daimeyama-kana__teimiyama____1983-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__fukagawa-kana__fukagawa,1.0,1.0,1.0,1.0,1.0,0.0,0.996131528046,0.996131528046,0.978723404255,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__ishikari-san-kana__ishkarinumata,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.957446808511,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__iwamizawa-kana__iwamizawa,1.0,1.0,1.0,0.684719535783,1.0,0.0,0.452611218569,0.272727272727,0.998065764023,0.996131528046,1.0,0.996131528046,1.0,0.0
hokkaido_sorachi__kamiakadake-kana__camomedacea____2005-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__kashima-kana__kashima,0.0,0.0,0.0,0.998065764023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__kurisawa-kana__krisawa,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__late-afternoon-kana__osokinai____1983-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__moon-kana__tsukigata,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.957446808511,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__mt-tegawa-kana__novorikaayayama____1983-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hokkaido_sorachi__naganuma-kana__naganuma,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.986460348162,0.0,0.0,0.0,0.0,0.0
